,FuelClass1,FuelClass2,FuelClass3,FuelClass4,FuelClass5,FuelClass6,Total
1954-06-01,0.0020665051,0.0035753096,0.010010867,0.033719156,0.026757818,0.0033992815,0.045809783
1954-07-01,0.002185443,0.0037743805,0.010568266,0.03550912,0.030595299,0.0,0.047123387
1954-08-01,0.0022800046,0.0039319834,0.011009553,0.03691704,0.030595299,0.0,0.04781684
1954-09-01,0.00235299,0.004055116,0.011354324,0.038037393,0.03050183,0.0,0.048264258
1954-10-01,0.0025082207,0.0043169684,0.012087512,0.04041946,0.030307008,0.0,0.04921971
1954-11-01,0.0025616828,0.004408659,0.012344245,0.041273806,0.03016023,0.0,0.049474817
1954-12-01,0.0025340703,0.0043737446,0.012246485,0.04111373,0.029530548,9.008254e-05,0.048774928
1955-01-01,0.0025068205,0.004341083,0.012155033,0.0409979,0.028811082,0.00049567356,0.04830969
1955-02-01,0.0024885044,0.0043232027,0.012104967,0.041014027,0.028105136,0.0011167142,0.048138525
1955-03-01,0.0024661212,0.004303816,0.012050685,0.041092787,0.027117502,0.0018185975,0.04775672
1955-04-01,0.002452847,0.0043008705,0.012042437,0.041339606,0.026081586,0.0030632545,0.04794099
1955-05-01,0.0024622648,0.0043365653,0.012142383,0.041946933,0.025039077,0.0059100143,0.049890302
1955-06-01,0.0025534234,0.0044992114,0.012597793,0.043555565,0.02456153,0.011721937,0.055933893
1955-07-01,0.002704028,0.0047581326,0.0133227715,0.04598363,0.033097237,0.0053133615,0.059195533
1955-08-01,0.0028712328,0.005036807,0.01410306,0.048473123,0.038998246,0.0,0.061009347
1955-09-01,0.00300437,0.0052587027,0.014724367,0.05045539,0.038998246,0.0,0.061985686
1955-10-01,0.003100695,0.0054223,0.01518244,0.05196033,0.038800854,0.0,0.06250629
1955-11-01,0.0033324864,0.005808992,0.016265176,0.05542005,0.038778488,0.0001639895,0.06434913
1955-12-01,0.0034094553,0.005940298,0.016632834,0.056635596,0.03861144,0.0011049537,0.06569898
1956-01-01,0.0033929006,0.005929978,0.01660394,0.05678759,0.03765,0.0022090278,0.06578585
1956-02-01,0.0033674736,0.0059148935,0.016561702,0.057042897,0.036149696,0.003404655,0.06539842
1956-03-01,0.0033634992,0.0059342925,0.016616018,0.057593003,0.034756977,0.0051956843,0.06586647
1956-04-01,0.0034073328,0.0060302047,0.016884573,0.058784537,0.033599652,0.010042558,0.06996432
1956-05-01,0.0035242871,0.0062530055,0.017508416,0.06118642,0.032309074,0.018505832,0.078100614
1956-06-01,0.0036869727,0.006566598,0.018386476,0.06462024,0.030503854,0.024358869,0.08350277
1956-07-01,0.003955831,0.007043207,0.01972098,0.06930566,0.04572761,0.011329753,0.08777738
1956-08-01,0.004283362,0.0075923586,0.021258604,0.07426016,0.057986956,9.8233624e-20,0.091121286
1956-09-01,0.004540553,0.00802514,0.022470392,0.078186736,0.057709944,9.529653e-20,0.092746034
1956-10-01,0.0047296416,0.008348842,0.02337676,0.08120334,0.057155382,0.00042301617,0.09403364
1956-11-01,0.0048229047,0.008532092,0.023889858,0.0832468,0.055515196,0.0050795623,0.097839616
1956-12-01,0.004921163,0.008716761,0.02440693,0.08520368,0.054523837,0.018981358,0.111550055
1957-01-01,0.0049830684,0.008870707,0.024837978,0.08733172,0.051902004,0.030264134,0.12085789
1957-02-01,0.0052288943,0.009335487,0.026139364,0.092310295,0.049282547,0.03495869,0.124944985
1957-03-01,0.005570477,0.009956181,0.027877308,0.098630235,0.047171034,0.03800443,0.12857944
1957-04-01,0.006072718,0.010861294,0.030411625,0.107745804,0.04672474,0.043386515,0.1374569
1957-05-01,0.007062281,0.012590226,0.03525263,0.12439056,0.053741165,0.044378825,0.15302512
1957-06-01,0.007985394,0.014211614,0.03979252,0.14011185,0.07822381,0.025873985,0.16608733
1957-07-01,0.00844908,0.0150184175,0.04205157,0.14782533,0.103863694,2.8316593e-18,0.16938275
1957-08-01,0.008817265,0.01564004,0.043792114,0.1534964,0.10335391,2.7739144e-18,0.17160332
1957-09-01,0.009105373,0.016131863,0.04516922,0.15806112,0.10265661,0.00046099673,0.17352407
1957-10-01,0.009156199,0.016290868,0.04561443,0.16057941,0.098467976,0.009940092,0.17946956
1957-11-01,0.009324399,0.016597254,0.04647231,0.16370413,0.097553074,0.031394005,0.20134105
1957-12-01,0.009591825,0.01709337,0.047861435,0.16888803,0.0974498,0.04337416,0.2153706
1958-01-01,0.01006484,0.017973956,0.050327074,0.17813785,0.09638595,0.044155017,0.21890683
1958-02-01,0.010563925,0.018907418,0.05294077,0.18801,0.094544865,0.04573695,0.22269394
1958-03-01,0.011039747,0.019803056,0.05544856,0.19756906,0.0930956,0.04572522,0.22511217
1958-04-01,0.011585555,0.02083573,0.058340043,0.20867546,0.093179405,0.045710243,0.22965097
1958-05-01,0.012298875,0.022148957,0.06201708,0.22232245,0.10533523,0.03503386,0.23683399
1958-06-01,0.012895167,0.023188507,0.064927824,0.23231246,0.14177527,0.0,0.24278677
1958-07-01,0.0132416645,0.023787571,0.0666052,0.23799452,0.14046037,0.0,0.24409482
1958-08-01,0.013500075,0.024241809,0.06787706,0.2424124,0.13907377,0.0,0.24469271
1958-09-01,0.013706649,0.024608746,0.06890449,0.24603581,0.13791163,0.0061187977,0.25125033
1958-10-01,0.013902832,0.024952875,0.06986805,0.24937159,0.13739926,0.018466836,0.26458985
1958-11-01,0.014142411,0.025382278,0.07107038,0.25366646,0.13746896,0.030252965,0.278317
1958-12-01,0.014387822,0.025875827,0.072452314,0.25936815,0.13693036,0.042213906,0.29186022
