,Date,Site_Ni,wind,Fractionburned,Fire_intensity,AB,ROS_front,fuel_moisture
3,1992/1/1,76.70523879826442,3.2487272804563347,0.0,0.0,0.0,0.0,0.41767529721661795
3,1992/1/2,183.8656871286512,4.252531085658297,0.0,0.0,0.0,0.0,0.35519495999783723
3,1992/1/3,0.0,3.3869363609378778,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/4,30.16617047701276,2.533282028909104,0.0,0.0,0.0,0.0,0.4505603419611326
3,1992/1/5,0.0,5.85715392957572,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/6,0.0,5.566233906959798,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/7,0.0,3.734812610363477,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/8,37.85841331616317,4.2577933556228595,0.0,0.0,0.0,0.0,0.4448531949680605
3,1992/1/9,136.96233391096095,3.980304463175099,0.0,0.0,0.0,0.0,0.3804744327246902
3,1992/1/10,302.29882036727076,3.5083224308213965,0.0,0.0,0.0,0.0,0.3031785459982492
3,1992/1/11,447.9240467257444,3.9895248043890397,0.0,0.0,0.0,0.0,0.25705719958006984
3,1992/1/12,517.2991207728472,4.143278840812955,0.0,0.0,0.0,0.0,0.24025882443742477
3,1992/1/13,612.0738921030519,2.5296005935813604,0.0,0.0,0.0,0.0,0.22142930527410284
3,1992/1/14,720.7450244554365,3.3233605697235533,0.0,0.0,0.0,0.0,0.20447692372349777
3,1992/1/15,861.0966064443169,5.094754896698618,0.0,0.0,0.0,0.0,0.1880556558588366
3,1992/1/16,1022.40391812088,3.4413884799354637,0.0,0.0,0.0,0.0,0.17456672442046986
3,1992/1/17,1181.9654315961527,2.496634025991835,0.0,0.0,0.0,0.0,0.16505451378898822
3,1992/1/18,1280.8500571002448,4.052813068547951,0.0,0.0,0.0,0.0,0.16049379259296706
3,1992/1/19,1390.5263306469608,4.357500559340782,1.1852452155168104e-09,1.5771728433488113e-08,0.0011852452155168103,0.051249038084871495,0.15630919845158386
3,1992/1/20,1500.9272805584424,2.1648760385064634,1.4287023191386682e-08,4.578384598920731e-07,0.014287023191386682,0.12285498413471524,0.15280942582957865
3,1992/1/21,1606.9123200903127,2.112087280661525,3.378202349955946e-08,1.6168495256883702e-06,0.03378202349955946,0.1827004225809157,0.1499638750158344
3,1992/1/22,1722.8568052559783,2.7901871801634326,5.14844730682007e-08,3.389406638102274e-06,0.0514844730682007,0.25015570022538947,0.1472917454928777
3,1992/1/23,1913.8369488494525,3.2275932837890413,8.50502180856776e-08,7.539538162114404e-06,0.0850502180856776,0.33439284627896637,0.1436177577250518
3,1992/1/24,2170.3962718898,2.5846910793128544,1.5533939327260658e-07,1.6222425153423326e-05,0.15533939327260657,0.3902573797471662,0.13961836466841562
3,1992/1/25,2435.4429749158535,2.6450186782012657,2.1538444743067832e-07,2.6165232016805648e-05,0.21538444743067833,0.4498181531515058,0.13616635632276247
3,1992/1/26,2613.1775096911074,2.1805990677936364,2.8307948366616796e-07,3.567088340313218e-05,0.283079483666168,0.4638409884294922,0.1340953088920036
3,1992/1/27,2754.104060002218,2.817561870393724,2.8042979765890596e-07,3.921754528016285e-05,0.28042979765890597,0.5124455406981034,0.13255214022812195
