,SF_val_drying_ratio,mineral_total,SF_val_fdi_alpha,SF_val_part_dens,SF_val_durat_slope
50,8104.3916277288145,0.043937593584452365,0.00031700187801037715,1049.2612411346397,0.36202524478306336
