,SF_val_drying_ratio,mineral_total,SF_val_fdi_alpha,SF_val_part_dens,SF_val_durat_slope
211,13184.700109111765,0.06112021152045914,0.0006730623127296368,1106.6897509774212,0.22497783217161255
