,Date,Site_Ni,wind,Fractionburned,Fire_intensity,AB,ROS_front,fuel_moisture
3,1992/1/1,76.70523879826442,3.2487272804563347,0.0,0.0,0.0,0.0,0.38589258193118686
3,1992/1/2,183.8656871286512,4.252531085658297,0.0,0.0,0.0,0.0,0.30184549136906696
3,1992/1/3,0.0,3.3869363609378778,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/4,30.16617047701276,2.533282028909104,0.0,0.0,0.0,0.0,0.43594129804661996
3,1992/1/5,0.0,5.85715392957572,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/6,0.0,5.566233906959798,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/7,0.0,3.734812610363477,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/8,37.85841331616317,4.2577933556228595,0.0,0.0,0.0,0.0,0.4269766341132443
3,1992/1/9,136.96233391096095,3.980304463175099,0.0,0.0,0.0,0.0,0.33406443235477307
3,1992/1/10,302.29882036727076,3.5083224308213965,0.0,0.0,0.0,0.0,0.2435268593092617
3,1992/1/11,447.9240467257444,3.9895248043890397,0.0,0.0,0.0,0.0,0.2012362338341849
3,1992/1/12,517.2991207728472,4.143278840812955,0.0,0.0,0.0,0.0,0.1881160017585095
3,1992/1/13,612.0738921030519,2.5296005935813604,0.0,0.0,0.0,0.0,0.17486620361803007
3,1992/1/14,720.7450244554365,3.3233605697235533,0.0,0.0,0.0,0.0,0.16421114992539593
3,1992/1/15,861.0966064443169,5.094754896698618,3.903194400038865e-09,9.862792068521693e-08,0.0039031944000388653,0.09714786672027045,0.15490879569068203
3,1992/1/16,1022.40391812088,3.4413884799354637,4.920102000168361e-08,3.3801485649302205e-06,0.04920102000168361,0.2612772926361862,0.14777229071829323
3,1992/1/17,1181.9654315961527,2.496634025991835,1.3206532756706352e-07,1.205310061707974e-05,0.13206532756706352,0.343597976189844,0.14273118584371217
3,1992/1/18,1280.8500571002448,4.052813068547951,1.420813515872397e-07,1.668103905912655e-05,0.1420813515872397,0.4393599457980216,0.1401872838899318
3,1992/1/19,1390.5263306469608,4.357500559340782,1.8143672185805613e-07,2.4321532333230187e-05,0.18143672185805612,0.49843593131269137,0.13769611543349028
3,1992/1/20,1500.9272805584424,2.1648760385064634,3.244770706559128e-07,4.023651455431404e-05,0.3244770706559128,0.4582158444165025,0.1354347649157846
3,1992/1/21,1606.9123200903127,2.112087280661525,3.944462593044577e-07,5.224261611791695e-05,0.3944462593044577,0.486583618523185,0.13343102825788358
3,1992/1/22,1722.8568052559783,2.7901871801634326,4.0874406096478456e-07,6.12269421049443e-05,0.40874406096478455,0.5469590257200949,0.13137862828354477
3,1992/1/23,1913.8369488494525,3.2275932837890413,4.81212461050066e-07,8.155616210650785e-05,0.48121246105006604,0.6129195803361823,0.12823332100308427
3,1992/1/24,2170.3962718898,2.5846910793128544,7.006978766105944e-07,0.00012399515531429697,0.7006978766105945,0.6330014230141339,0.12434473082731623
3,1992/1/25,2435.4429749158535,2.6450186782012657,8.589269099530621e-07,0.00016504697315820627,0.8589269099530621,0.6800629745152701,0.12063239912758648
