,SF_val_drying_ratio,mineral_total,SF_val_fdi_alpha,SF_val_part_dens,SF_val_durat_slope
1063,69859.67823010395,0.010828870633494258,0.00036525400202355534,463.54257276220017,0.15852594808301115
