,Date,Site_Ni,wind,Fractionburned,Fire_intensity,AB,ROS_front,fuel_moisture
3,1992/1/1,76.70523879826442,3.2487272804563347,0.0,0.0,0.0,0.0,0.3381743150904613
3,1992/1/2,183.8656871286512,4.252531085658297,0.0,0.0,0.0,0.0,0.23863240330560107
3,1992/1/3,0.0,3.3869363609378778,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/4,30.16617047701276,2.533282028909104,0.0,0.0,0.0,0.0,0.41150645477133807
3,1992/1/5,0.0,5.85715392957572,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/6,0.0,5.566233906959798,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/7,0.0,3.734812610363477,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/8,37.85841331616317,4.2577933556228595,0.0,0.0,0.0,0.0,0.3976270321511759
3,1992/1/9,136.96233391096095,3.980304463175099,0.0,0.0,0.0,0.0,0.2731892158507913
3,1992/1/10,302.29882036727076,3.5083224308213965,0.0,0.0,0.0,0.0,0.18790210045094805
3,1992/1/11,447.9240467257444,3.9895248043890397,0.0,0.0,0.0,0.0,0.16060519699139622
3,1992/1/12,517.2991207728472,4.143278840812955,2.632335203650616e-09,6.46231147397621e-08,0.0026323352036506163,0.09421311081780451,0.15354144726274657
3,1992/1/13,612.0738921030519,2.5296005935813604,2.0581530229330188e-08,1.0350541853164777e-06,0.020581530229330187,0.1909176735527914,0.14679056993918013
3,1992/1/14,720.7450244554365,3.3233605697235533,4.130351692429005e-08,3.1742217365906557e-06,0.04130351692429005,0.28836610650557093,0.14128826886675444
3,1992/1/15,861.0966064443169,5.094754896698618,6.285053661230083e-08,6.997218314770545e-06,0.06285053661230083,0.4119306657958804,0.135903597678041
3,1992/1/16,1022.40391812088,3.4413884799354637,1.1553806606324996e-07,1.3487675977713207e-05,0.11553806606324996,0.42557805636040136,0.13084871785413865
3,1992/1/17,1181.9654315961527,2.496634025991835,1.8546274989617869e-07,2.243045590779985e-05,0.1854627498961787,0.43522170810437993,0.1264669327967102
3,1992/1/18,1280.8500571002448,4.052813068547951,1.7432952647656347e-07,2.5464622466606744e-05,0.17432952647656347,0.5219338912279788,0.123955008587955
3,1992/1/19,1390.5263306469608,4.357500559340782,1.9768825379118688e-07,3.12183665897349e-05,0.19768825379118687,0.5599927314695498,0.12131209032995605
3,1992/1/20,1500.9272805584424,2.1648760385064634,3.111061959747668e-07,4.283142370213011e-05,0.3111061959747668,0.4846298763444876,0.11878243415182843
3,1992/1/21,1606.9123200903127,2.112087280661525,3.527008439267385e-07,5.0301960104927966e-05,0.3527008439267385,0.4986256126218511,0.11646274566386532
3,1992/1/22,1722.8568052559783,2.7901871801634326,3.482969711340367e-07,5.506249721466776e-05,0.3482969711340367,0.5490742880907322,0.11403439422615431
3,1992/1/23,1913.8369488494525,3.2275932837890413,3.8045948439020297e-07,6.58293614246636e-05,0.380459484390203,0.5959643936944411,0.11025520094582726
3,1992/1/24,2170.3962718898,2.5846910793128544,5.01690616550253e-07,8.682660043177912e-05,0.5016906165502529,0.5898383203986968,0.10555128215259801
3,1992/1/25,2435.4429749158535,2.6450186782012657,5.72610835496223e-07,0.0001044982206240923,0.5726108354962229,0.6156200654043248,0.10107095989035668
3,1992/1/26,2613.1775096911074,2.1805990677936364,6.76668125810494e-07,0.00012137846286548142,0.676668125810494,0.6011688386139638,0.09825213754400838
