,SF_val_drying_ratio,mineral_total,SF_val_fdi_alpha,SF_val_part_dens,SF_val_durat_slope
103,25249.828035720388,0.018143513287949744,0.0005007227879120271,1146.8354036734822,0.044009586613370955
