,SF_val_drying_ratio,mineral_total,SF_val_fdi_alpha,SF_val_part_dens,SF_val_durat_slope
805,9801.899348183304,0.08527266285098335,0.0006198550500435367,1033.0523100785597,0.38186382970715166
