,Date,Site_Ni,wind,Fractionburned,Fire_intensity,AB,ROS_front,fuel_moisture
3,1992/1/1,76.70523879826442,3.2487272804563347,0.0,0.0,0.0,0.0,0.4290487389363887
3,1992/1/2,183.8656871286512,4.252531085658297,0.0,0.0,0.0,0.0,0.3766145306560635
3,1992/1/3,0.0,3.3869363609378778,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/4,30.16617047701276,2.533282028909104,0.0,0.0,0.0,0.0,0.45552983258440294
3,1992/1/5,0.0,5.85715392957572,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/6,0.0,5.566233906959798,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/7,0.0,3.734812610363477,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/1/8,37.85841331616317,4.2577933556228595,0.0,0.0,0.0,0.0,0.45098216604722247
3,1992/1/9,136.96233391096095,3.980304463175099,0.0,0.0,0.0,0.0,0.39820271157897563
3,1992/1/10,302.29882036727076,3.5083224308213965,0.0,0.0,0.0,0.0,0.3302158345981306
3,1992/1/11,447.9240467257444,3.9895248043890397,0.0,0.0,0.0,0.0,0.2861203965315082
3,1992/1/12,517.2991207728472,4.143278840812955,0.0,0.0,0.0,0.0,0.26911841503103384
3,1992/1/13,612.0738921030519,2.5296005935813604,0.0,0.0,0.0,0.0,0.24927445918440902
3,1992/1/14,720.7450244554365,3.3233605697235533,0.0,0.0,0.0,0.0,0.23052541382696187
3,1992/1/15,861.0966064443169,5.094754896698618,0.0,0.0,0.0,0.0,0.2113416111259331
3,1992/1/16,1022.40391812088,3.4413884799354637,0.0,0.0,0.0,0.0,0.19462242275989317
3,1992/1/17,1181.9654315961527,2.496634025991835,0.0,0.0,0.0,0.0,0.18220377980078772
3,1992/1/18,1280.8500571002448,4.052813068547951,0.0,0.0,0.0,0.0,0.17605641220457205
3,1992/1/19,1390.5263306469608,4.357500559340782,0.0,0.0,0.0,0.0,0.17032078416395227
3,1992/1/20,1500.9272805584424,2.1648760385064634,0.0,0.0,0.0,0.0,0.16547836874269944
3,1992/1/21,1606.9123200903127,2.112087280661525,0.0,0.0,0.0,0.0,0.16153822712337135
3,1992/1/22,1722.8568052559783,2.7901871801634326,1.082779502451282e-10,1.8364758244127087e-10,0.0001082779502451282,0.006544186270255377,0.15786714993653234
3,1992/1/23,1913.8369488494525,3.2275932837890413,3.550046303096823e-08,1.1521665888286482e-06,0.03550046303096823,0.12444626546691091,0.15293733587794286
3,1992/1/24,2170.3962718898,2.5846910793128544,1.5527498689468712e-07,9.288214169044907e-06,0.15527498689468713,0.22752606382393667,0.1478503617719602
3,1992/1/25,2435.4429749158535,2.6450186782012657,2.869638520049916e-07,2.329677835316118e-05,0.2869638520049916,0.30634454516591425,0.14378242793066787
3,1992/1/26,2613.1775096911074,2.1805990677936364,4.284950453051844e-07,3.8716698914322284e-05,0.4284950453051844,0.33920156803279644,0.1414939735256777
3,1992/1/27,2754.104060002218,2.817561870393724,4.2893706172464077e-07,4.345533384818694e-05,0.42893706172464074,0.3788146260006249,0.13985678967768558
3,1992/1/28,2938.0502528909215,2.604052719913066,5.438785247877411e-07,5.9515753280728486e-05,0.5438785247877411,0.4071070263758707,0.13789861407600756
3,1992/1/29,3147.468428837628,4.231350142908444,4.5817010175900704e-07,5.865456271373978e-05,0.458170101759007,0.47361480706898484,0.13585642942126774
3,1992/1/30,3394.287663686519,3.0585507344631147,6.775926493206692e-07,8.906836354955114e-05,0.6775926493206692,0.48321378510740876,0.13363832219221813
3,1992/1/31,3627.1964319660647,2.800460918242718,8.191961699925875e-07,0.00011327196455010978,0.8191961699925875,0.5053579819368781,0.1316850226429259
3,1992/2/1,3785.140518157178,2.9060861863296585,8.610250455121453e-07,0.00012429617360647623,0.8610250455121453,0.5255871078454601,0.13042124558829124
3,1992/2/2,3877.125066918847,4.358135200068545,6.747173429787331e-07,0.00010617443226595723,0.6747173429787331,0.57167569082797,0.1297045719817728
3,1992/2/3,4050.5663470873214,3.8080746766825913,7.947741626652826e-07,0.00012661952901377995,0.7947741626652827,0.576431527617111,0.12838757208637558
3,1992/2/4,4253.846641119485,3.0492119549669274,1.0030464919343196e-06,0.00016032564264895487,1.0030464919343196,0.5758767052544875,0.12689480249224397
3,1992/2/5,0.0,3.616703058845392,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/6,0.0,4.7277061116711305,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/7,0.0,3.875974045844015,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/8,35.439588135590256,1.8363929053315164,0.0,0.0,0.0,0.0,0.4524046872165106
3,1992/2/9,0.0,4.987242675401052,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/10,0.0,6.206340068825235,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/11,0.0,4.860102394984309,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/12,0.0,6.052952902761189,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/13,0.0,5.219189374781606,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/14,0.0,3.7457147713679,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/15,0.0,5.1656981254575705,0.0,0.0,0.0,0.0,0.47405130324713907
3,1992/2/16,26.097424403984277,4.508990913504717,0.0,0.0,0.0,0.0,0.4579635676664404
3,1992/2/17,59.942515319596666,2.06365184609563,0.0,0.0,0.0,0.0,0.4383059332630236
