Sample_ID,Date,Location,Species,Gasex_typeOrSequence,Duplicate_flag,Chem_type,Sample_disc_size,Disc_area_cm2,Num_discs,Leaf_area_cm2,FW_g,DW_g,H20_pc,LMA_gDW_m2,SLA_cm2_g,Canopy_position,,,,,
BNL11672,2016-04-21,PA-SLZ,CARAGU,Diurnal 7,2,NSC,10,1.539,4,6.158,0.213,0.1174,44.88,190.66,52.45,sunlit,,,,,
BNL11901,2016-04-21,PA-SLZ,MICOBO,Diurnal 7,2,NSC,7,0.801,5,4.006,0.087,0.0481,44.71,120.07,83.28,sunlit,,,,,
BNL11902,2016-04-21,PA-SLZ,MICOBO,Diurnal 7,2,NSC,7,0.801,6,4.807,0.090,0.0477,47.00,99.23,100.78,sunlit,,,,,
BNL11947,2016-04-21,PA-SLZ,CARAGU,Diurnal 7,2,NSC,10,1.539,5,7.697,0.265,0.1288,51.40,167.34,59.76,sunlit,,,,,
BNL11948,2016-04-21,PA-SLZ,VIROSP,Diurnal 7,2,NSC,7,0.801,5,4.006,0.144,0.0730,49.31,182.23,54.88,sunlit,,,,,
BNL11949,2016-04-21,PA-SLZ,VOCHFE,Diurnal 7,2,NSC,7,0.801,4,3.205,0.102,0.0348,65.88,108.59,92.09,sunlit,,,,,
BNL11950,2016-04-21,PA-SLZ,VOCHFE,Diurnal 7,2,NSC,7,0.801,4,3.205,0.103,0.0362,64.85,112.96,88.53,sunlit,,,,,
BNL11951,2016-04-21,PA-SLZ,TOCOPI,Diurnal 7,2,NSC,15,3.431,5,17.153,0.388,0.1418,63.45,82.67,120.97,sunlit,,,,,
BNL11952,2016-04-21,PA-SLZ,TERMAM,Diurnal 7,2,NSC,7,0.801,3,2.404,0.073,0.0321,56.03,133.55,74.88,sunlit,,,,,
BNL11953,2016-04-21,PA-SLZ,TACHVE,Diurnal 7,2,NSC,7,0.801,8,6.409,0.123,0.0664,46.02,103.60,96.53,sunlit,,,,,
BNL11954,2016-04-21,PA-SLZ,TACHVE,Diurnal 7,2,NSC,7,0.801,7,5.608,0.093,0.0461,50.43,82.20,121.65,sunlit,,,,,
BNL11658,2016-04-21,PA-SLZ,VIROSP,Diurnal 8,2,NSC,7,0.801,4,3.205,0.106,0.0491,53.68,153.21,65.27,sunlit,,,,,
BNL11661,2016-04-21,PA-SLZ,TERMAM,Diurnal 8,2,NSC,7,0.801,3,2.404,0.068,0.0357,47.50,148.53,67.33,sunlit,,,,,
BNL11662,2016-04-21,PA-SLZ,GUATDU,Diurnal 8,2,NSC,7,0.801,5,4.006,0.073,0.0392,46.30,97.86,102.19,sunlit,,,,,
BNL11663,2016-04-21,PA-SLZ,TACHVE,Diurnal 8,2,NSC,7,0.801,6,4.807,0.088,0.0544,38.18,113.17,88.37,sunlit,,,,,
BNL11664,2016-04-21,PA-SLZ,TACHVE,Diurnal 8,2,NSC,7,0.801,6,4.807,0.087,0.0445,48.85,92.57,108.02,sunlit,,,,,
BNL11936,2016-04-21,PA-SLZ,CARAGU,Diurnal 8,2,NSC,10,1.539,3,4.618,0.161,0.0847,47.39,183.41,54.52,sunlit,,,,,
BNL11937,2016-04-21,PA-SLZ,TOCOPI,Diurnal 8,2,NSC,15,3.431,5,17.153,0.429,0.1303,69.63,75.96,131.65,sunlit,,,,,
BNL11938,2016-04-21,PA-SLZ,MICOBO,Diurnal 8,2,NSC,7,0.801,5,4.006,0.073,0.0398,45.48,99.35,100.65,sunlit,,,,,
BNL11939,2016-04-21,PA-SLZ,CARAGU,Diurnal 8,2,NSC,10,1.539,4,6.158,0.208,0.1012,51.35,164.35,60.85,sunlit,,,,,
BNL11940,2016-04-21,PA-SLZ,TOCOPI,Diurnal 8,2,NSC,15,3.431,4,13.723,0.338,0.1372,59.41,99.98,100.02,sunlit,,,,,
BNL11941,2016-04-21,PA-SLZ,MICOBO,Diurnal 8,2,NSC,7,0.801,6,4.807,0.108,0.0504,53.33,104.84,95.38,sunlit,,,,,
BNL11942,2016-04-21,PA-SLZ,VOCHFE,Diurnal 8,2,NSC,7,0.801,4,3.205,0.088,0.0346,60.68,107.97,92.62,sunlit,,,,,
BNL11943,2016-04-21,PA-SLZ,GUATDU,Diurnal 8,2,NSC,7,0.801,5,4.006,0.082,0.0365,55.49,91.12,109.75,sunlit,,,,,
BNL11944,2016-04-21,PA-SLZ,VIROSP,Diurnal 8,2,NSC,7,0.801,5,4.006,0.128,0.0714,44.22,178.24,56.11,sunlit,,,,,
BNL11945,2016-04-21,PA-SLZ,TERMAM,Diurnal 8,2,NSC,7,0.801,4,3.205,0.071,0.0391,44.93,122.01,81.96,sunlit,,,,,
BNL11946,2016-04-21,PA-SLZ,VOCHFE,Diurnal 8,2,NSC,7,0.801,4,3.205,0.088,0.0405,53.98,126.38,79.13,sunlit,,,,,
BNL11579,2016-04-25,PA-PNM,CAL2CA,Diurnal 1,2,NSC,12,2.130,3,6.389,0.125,0.0569,54.48,89.06,112.28,sunlit,,,,,
BNL11580,2016-04-25,PA-PNM,LUEHSE,Diurnal 1,2,NSC,15,3.431,2,6.861,0.255,0.1312,48.55,191.21,52.30,sunlit,,,,,
BNL11581,2016-04-25,PA-PNM,LUEHSE,Diurnal 1,2,NSC,12,2.130,3,6.389,0.199,0.1087,45.38,170.14,58.78,sunlit,,,,,
BNL11582,2016-04-25,PA-PNM,CORDAL,Diurnal 1,2,NSC,10,1.539,5,7.697,0.167,0.0735,55.99,95.49,104.72,sunlit,,,,,
BNL11583,2016-04-25,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,3,10.292,0.280,0.1116,60.14,108.43,92.22,sunlit,,,,,
BNL11584,2016-04-25,PA-PNM,ANACEX,Diurnal 1,2,NSC,15,3.431,3,10.292,0.315,0.1190,62.22,115.62,86.49,sunlit,,,,,
BNL11585,2016-04-25,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,3,10.292,0.364,0.1422,60.93,138.16,72.38,sunlit,,,,,
BNL11586,2016-04-25,PA-PNM,FICUIN,Diurnal 1,2,NSC,15,3.431,3,10.292,0.359,0.1242,65.40,120.68,82.87,sunlit,,,,,
BNL11587,2016-04-25,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,3,10.292,0.192,0.0823,57.14,79.96,125.06,sunlit,,,,,
BNL11588,2016-04-25,PA-PNM,ANTITR,Diurnal 1,2,NSC,15,3.431,3,10.292,0.205,0.0927,54.78,90.07,111.03,sunlit,,,,,
BNL11589,2016-04-25,PA-PNM,CORDAL,Diurnal 1,2,NSC,10,1.539,4,6.158,0.119,0.0540,54.62,87.70,114.03,sunlit,,,,,
BNL11590,2016-04-25,PA-PNM,CAL2CA,Diurnal 1,2,NSC,12,2.130,4,8.518,0.184,0.0800,56.52,93.91,106.48,sunlit,,,,,
BNL11591,2016-04-25,PA-PNM,ALBIAD,Diurnal 1,2,NSC,12,2.130,4,8.518,0.105,0.0395,62.38,46.37,215.66,sunlit,,,,,
BNL11592,2016-04-25,PA-PNM,ALBIAD,Diurnal 1,2,NSC,12,2.130,4,8.518,0.100,0.0393,60.70,46.14,216.75,sunlit,,,,,
BNL11597,2016-04-25,PA-PNM,LUEHSE,Diurnal 4,2,NSC,11,1.843,5,9.213,0.229,0.1251,45.37,135.79,73.64,sunlit,,,,,
BNL11598,2016-04-25,PA-PNM,LUEHSE,Diurnal 4,2,NSC,11,1.843,4,7.370,0.210,0.1171,44.24,158.88,62.94,sunlit,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
